url,media,media_jpn
https://news.yahoo.co.jp/rss/media/fbc/all.xml,fbc,FBC_福井放送
https://news.yahoo.co.jp/rss/media/engadgetj/all.xml,engadgetj,Engadget_日本版
https://news.yahoo.co.jp/rss/media/msportcom/all.xml,msportcom,motorsport.com_日本版
https://news.yahoo.co.jp/rss/media/qbizs/all.xml,qbizs,qBiz_西日本新聞経済電子版
https://news.yahoo.co.jp/rss/media/benesseks/all.xml,benesseks,ベネッセ_教育情報サイト
https://news.yahoo.co.jp/rss/media/sorae_jp/all.xml,sorae_jp,sorae_宇宙へのポータルサイト
https://news.yahoo.co.jp/rss/media/metro/all.xml,metro,アーバン_ライフ_メトロ
https://news.yahoo.co.jp/rss/media/biz_it_mk/all.xml,biz_it_mk,ITmedia_マーケティング
https://news.yahoo.co.jp/rss/media/fsight/all.xml,fsight,新潮社_フォーサイト
https://news.yahoo.co.jp/rss/media/zdn_mkt/all.xml,zdn_mkt,ITmedia_ビジネスオンライン
https://news.yahoo.co.jp/rss/media/bazaar/all.xml,bazaar,ハーパーズ_バザー・オンライン
https://news.yahoo.co.jp/rss/media/nknatiogeo/all.xml,nknatiogeo,ナショナル_ジオグラフィック日本版
https://news.yahoo.co.jp/rss/media/sagatv/all.xml,sagatv,佐賀ニュース_サガテレビ
https://news.yahoo.co.jp/rss/media/sakae/all.xml,sakae,月刊糖尿病ライフ_さかえ
https://news.yahoo.co.jp/rss/media/colocal/all.xml,colocal,Webマガジン_コロカル
https://news.yahoo.co.jp/rss/media/qjweb/all.xml,qjweb,QJWeb_クイック・ジャパン_ウェブ
https://news.yahoo.co.jp/rss/media/tokyotorch/all.xml,tokyotorch,東京2020報道特集_オリンピック聖火リレー
https://news.yahoo.co.jp/rss/media/redchair/all.xml,redchair,Yahoo!ニュース_オリジナル_RED_Chair
https://news.yahoo.co.jp/rss/media/wordleaf/all.xml,wordleaf,Yahoo!ニュース_オリジナル_THE_PAGE
https://news.yahoo.co.jp/rss/media/zdn_ep/all.xml,zdn_ep,ITmedia_エンタープライズ
https://news.yahoo.co.jp/rss/media/soccermzw/all.xml,soccermzw,Football_ZONE_web
https://news.yahoo.co.jp/rss/media/creaweb/all.xml,creaweb,CREA_WEB
https://news.yahoo.co.jp/rss/media/clc_eng/all.xml,clc_eng,ENGINE_WEB
https://news.yahoo.co.jp/rss/media/getnavi/all.xml,getnavi,GetNavi_web
https://news.yahoo.co.jp/rss/media/monomax/all.xml,monomax,MonoMax_Web
https://news.yahoo.co.jp/rss/media/number/all.xml,number,Number_Web
https://news.yahoo.co.jp/rss/media/phileweb/all.xml,phileweb,PHILE_WEB
https://news.yahoo.co.jp/rss/media/tarzanweb/all.xml,tarzanweb,Tarzan_Web
https://news.yahoo.co.jp/rss/media/inumag/all.xml,inumag,いぬのきもち_WEB_MAGAZINE
https://news.yahoo.co.jp/rss/media/nekomag/all.xml,nekomag,ねこのきもち_WEB_MAGAZINE
https://news.yahoo.co.jp/rss/media/indowatch/all.xml,indowatch,INDO_WATCHER_ビジネスプレミアム
https://news.yahoo.co.jp/rss/media/impress/all.xml,impress,Impress_Watch
https://news.yahoo.co.jp/rss/media/mvwalk/all.xml,mvwalk,MOVIE_WALKER_PRESS
https://news.yahoo.co.jp/rss/media/netvivi/all.xml,netvivi,NET_ViVi
https://news.yahoo.co.jp/rss/media/numero/all.xml,numero,Numero_TOKYO
https://news.yahoo.co.jp/rss/media/it_eetimes/all.xml,it_eetimes,EE_Times_Japan
https://news.yahoo.co.jp/rss/media/forza/all.xml,forza,FORZA_STYLE
https://news.yahoo.co.jp/rss/media/nikkeisty/all.xml,nikkeisty,NIKKEI_STYLE
https://news.yahoo.co.jp/rss/media/rolling/all.xml,rolling,Rolling_Stone_Japan
https://news.yahoo.co.jp/rss/media/cyclespo/all.xml,cyclespo,CYCLE_SPORTS.jp
https://news.yahoo.co.jp/rss/media/jsportsv/all.xml,jsportsv,J_SPORTS
https://news.yahoo.co.jp/rss/media/realspo/all.xml,realspo,REAL_SPORTS
https://news.yahoo.co.jp/rss/media/gamespav/all.xml,gamespav,Game_Spark
https://news.yahoo.co.jp/rss/media/watchnavi/all.xml,watchnavi,WATCHNAVI_Salon
https://news.yahoo.co.jp/rss/media/nrakuten/all.xml,nrakuten,NBA_Rakuten
https://news.yahoo.co.jp/rss/media/sportal/all.xml,sportal,Science_Portal
https://news.yahoo.co.jp/rss/media/moneyplus/all.xml,moneyplus,MONEY_PLUS
https://news.yahoo.co.jp/rss/media/zdn_pc/all.xml,zdn_pc,ITmedia_PC_USER
https://news.yahoo.co.jp/rss/media/yamakei/all.xml,yamakei,YAMAKEI_ONLINE（ヤマケイオンライン）
https://news.yahoo.co.jp/rss/media/fineboys/all.xml,fineboys,FINEBOYS_Online
https://news.yahoo.co.jp/rss/media/imaonline/all.xml,imaonline,IMA_ONLINE
https://news.yahoo.co.jp/rss/media/penonline/all.xml,penonline,Pen_Online
https://news.yahoo.co.jp/rss/media/safariweb/all.xml,safariweb,Safari_Online
https://news.yahoo.co.jp/rss/media/withonline/all.xml,withonline,with_online
https://news.yahoo.co.jp/rss/media/kyoikuict/all.xml,kyoikuict,教育とICT_Online
https://news.yahoo.co.jp/rss/media/medical/all.xml,medical,Medical_Note
https://news.yahoo.co.jp/rss/media/mensnonno/all.xml,mensnonno,MEN’S_NON-NO_WEB
https://news.yahoo.co.jp/rss/media/dazn/all.xml,dazn,DAZN_News
https://news.yahoo.co.jp/rss/media/zdn_n/all.xml,zdn_n,ITmedia_NEWS
https://news.yahoo.co.jp/rss/media/jwave/all.xml,jwave,J-WAVE_NEWS
https://news.yahoo.co.jp/rss/media/linenews/all.xml,linenews,LINE_NEWS
https://news.yahoo.co.jp/rss/media/tokyomx/all.xml,tokyomx,TOKYO_MX
https://news.yahoo.co.jp/rss/media/zdn_m/all.xml,zdn_m,ITmedia_Mobile
https://news.yahoo.co.jp/rss/media/mimollet/all.xml,mimollet,webマガジン_mi-mollet
https://news.yahoo.co.jp/rss/media/tvlife/all.xml,tvlife,TV_LIFE_web_
https://news.yahoo.co.jp/rss/media/soccerk/all.xml,soccerk,SOCCER_KING
https://news.yahoo.co.jp/rss/media/bfj/all.xml,bfj,BuzzFeed_Japan
https://news.yahoo.co.jp/rss/media/cnetj/all.xml,cnetj,CNET_Japan
https://news.yahoo.co.jp/rss/media/coindesk/all.xml,coindesk,CoinDesk_Japan
https://news.yahoo.co.jp/rss/media/it_edn/all.xml,it_edn,EDN_Japan
https://news.yahoo.co.jp/rss/media/forbes/all.xml,forbes,Forbes_JAPAN
https://news.yahoo.co.jp/rss/media/gqjapan/all.xml,gqjapan,GQ_JAPAN
https://news.yahoo.co.jp/rss/media/ignjapan/all.xml,ignjapan,IGN_JAPAN
https://news.yahoo.co.jp/rss/media/techcrj/all.xml,techcrj,TechCrunch_Japan
https://news.yahoo.co.jp/rss/media/tjapan/all.xml,tjapan,T_JAPAN_web
https://news.yahoo.co.jp/rss/media/vogue/all.xml,vogue,VOGUE_JAPAN
https://news.yahoo.co.jp/rss/media/ycreatp/all.xml,ycreatp,Yahoo!_JAPAN_クリエイターズプログラム
https://news.yahoo.co.jp/rss/media/zdnet/all.xml,zdnet,ZDNet_Japan
https://news.yahoo.co.jp/rss/media/jindepth/all.xml,jindepth,Japan_In-depth
https://news.yahoo.co.jp/rss/media/theadline/all.xml,theadline,TOKYO_HEADLINE_WEB
https://news.yahoo.co.jp/rss/media/voguegirl/all.xml,voguegirl,VOGUE_GIRL
https://news.yahoo.co.jp/rss/media/tokyofm/all.xml,tokyofm,TOKYO_FM＋
https://news.yahoo.co.jp/rss/media/medicald/all.xml,medicald,Medical_DOC
https://news.yahoo.co.jp/rss/media/elleonline/all.xml,elleonline,ELLE_DIGITAL
https://news.yahoo.co.jp/rss/media/sdigestw/all.xml,sdigestw,SOCCER_DIGEST_Web
https://news.yahoo.co.jp/rss/media/thedigest/all.xml,thedigest,THE_DIGEST
https://news.yahoo.co.jp/rss/media/dewsv/all.xml,dewsv,ダンスニュースメディアサイト_Dews
https://news.yahoo.co.jp/rss/media/mensplus/all.xml,mensplus,MEN’S_CLUB
https://news.yahoo.co.jp/rss/media/tennisc/all.xml,tennisc,Tennis_Classic
https://news.yahoo.co.jp/rss/media/scawaii/all.xml,scawaii,S_Cawaii
https://news.yahoo.co.jp/rss/media/wcartop/all.xml,wcartop,WEB_CARTOP
https://news.yahoo.co.jp/rss/media/capa/all.xml,capa,CAPA_CAMERA_WEB
https://news.yahoo.co.jp/rss/media/it_favlog/all.xml,it_favlog,Fav-Log_by_ITmedia_
https://news.yahoo.co.jp/rss/media/kana/all.xml,kana,カナロコ_by_神奈川新聞
https://news.yahoo.co.jp/rss/media/hbolz/all.xml,hbolz,HARBOR_BUSINESS_Online
https://news.yahoo.co.jp/rss/media/casabrutus/all.xml,casabrutus,Casa_BRUTUS.com
https://news.yahoo.co.jp/rss/media/fbox/all.xml,fbox,FASHION_BOX
https://news.yahoo.co.jp/rss/media/theanswer/all.xml,theanswer,THE_ANSWER
https://news.yahoo.co.jp/rss/media/spaia/all.xml,spaia,SPAIA_AI競馬
https://news.yahoo.co.jp/rss/media/vingtcinqw/all.xml,vingtcinqw,25ansウエディング
https://news.yahoo.co.jp/rss/media/vingtcinq/all.xml,vingtcinq,25ansオンライン
https://news.yahoo.co.jp/rss/media/ntgjigen/all.xml,ntgjigen,2.5ジゲン！！
https://news.yahoo.co.jp/rss/media/krjapan/all.xml,krjapan,36Kr_Japan
https://news.yahoo.co.jp/rss/media/yonnana/all.xml,yonnana,47NEWS
https://news.yahoo.co.jp/rss/media/fyears/all.xml,fyears,4years.
https://news.yahoo.co.jp/rss/media/aba/all.xml,aba,ABA青森朝日放送
https://news.yahoo.co.jp/rss/media/asahibc/all.xml,asahibc,ABCニュース
https://news.yahoo.co.jp/rss/media/abema/all.xml,abema,ABEMA_TIMES
https://news.yahoo.co.jp/rss/media/absakita/all.xml,absakita,ABS秋田放送
https://news.yahoo.co.jp/rss/media/sasahi/all.xml,sasahi,AERA_dot.
https://news.yahoo.co.jp/rss/media/asmasahi/all.xml,asmasahi,AERA_STYLE_MAGAZINE
https://news.yahoo.co.jp/rss/media/nallabout/all.xml,nallabout,All_About
https://news.yahoo.co.jp/rss/media/allreview/all.xml,allreview,ALL_REVIEWS
https://news.yahoo.co.jp/rss/media/ampreview/all.xml,ampreview,AMP［アンプ］
https://news.yahoo.co.jp/rss/media/ananweb/all.xml,ananweb,ananweb
https://news.yahoo.co.jp/rss/media/aptsushinv/all.xml,aptsushinv,AP通信
https://news.yahoo.co.jp/rss/media/autocar/all.xml,autocar,AUTOCAR_JAPAN
https://news.yahoo.co.jp/rss/media/amweb/all.xml,amweb,Auto_Messe_Web
https://news.yahoo.co.jp/rss/media/awire/all.xml,awire,Aviation_Wire
https://news.yahoo.co.jp/rss/media/bark/all.xml,bark,BARKS
https://news.yahoo.co.jp/rss/media/geeksv/all.xml,geeksv,Baseball_Geeks
https://news.yahoo.co.jp/rss/media/bbc/all.xml,bbc,BBC_News
https://news.yahoo.co.jp/rss/media/bbcbiwakov/all.xml,bbcbiwakov,BBCびわ湖放送
https://news.yahoo.co.jp/rss/media/bbmv/all.xml,bbmv,BBM_Sports
https://news.yahoo.co.jp/rss/media/bcn/all.xml,bcn,BCN
https://news.yahoo.co.jp/rss/media/besttimes/all.xml,besttimes,ＢＥＳＴ_ＴＩＭＥＳ
https://news.yahoo.co.jp/rss/media/exp/all.xml,exp,Billboard_JAPAN
https://news.yahoo.co.jp/rss/media/bizspa/all.xml,bizspa,bizSPA！フレッシュ
https://news.yahoo.co.jp/rss/media/bookbang/all.xml,bookbang,Book_Bang
https://news.yahoo.co.jp/rss/media/webhon/all.xml,webhon,BOOKSTAND
https://news.yahoo.co.jp/rss/media/ohbsn/all.xml,ohbsn,ＢＳＮ新潟放送
https://news.yahoo.co.jp/rss/media/binsider/all.xml,binsider,BUSINESS_INSIDER_JAPAN
https://news.yahoo.co.jp/rss/media/cancam/all.xml,cancam,CanCam.jp
https://news.yahoo.co.jp/rss/media/carv/all.xml,carv,carview！
https://news.yahoo.co.jp/rss/media/cbc/all.xml,cbc,CBCテレビ
https://news.yahoo.co.jp/rss/media/cgworld/all.xml,cgworld,CGWORLD.jp
https://news.yahoo.co.jp/rss/media/cine/all.xml,cine,cinemacafe.net
https://news.yahoo.co.jp/rss/media/cinemore/all.xml,cinemore,CINEMORE
https://news.yahoo.co.jp/rss/media/cinranet/all.xml,cinranet,CINRA.NET
https://news.yahoo.co.jp/rss/media/cnaakita/all.xml,cnaakita,CNA秋田ケーブルテレビ
https://news.yahoo.co.jp/rss/media/cnn/all.xml,cnn,CNN.co.jp
https://news.yahoo.co.jp/rss/media/cyclist/all.xml,cyclist,Cyclist
https://news.yahoo.co.jp/rss/media/sdt/all.xml,sdt,Daiichi-TV（静岡第一テレビ）
https://news.yahoo.co.jp/rss/media/dancyu/all.xml,dancyu,dancyu
https://news.yahoo.co.jp/rss/media/dhbr/all.xml,dhbr,DIAMONDハーバード・ビジネス・レビュー
https://news.yahoo.co.jp/rss/media/digiday/all.xml,digiday,DIGIDAY［日本版］
https://news.yahoo.co.jp/rss/media/eat/all.xml,eat,eat愛媛朝日テレビ
https://news.yahoo.co.jp/rss/media/sh_ed/all.xml,sh_ed,EdTechZine
https://news.yahoo.co.jp/rss/media/ellegirl/all.xml,ellegirl,ELLEgirl
https://news.yahoo.co.jp/rss/media/encount/all.xml,encount,ENCOUNT
https://news.yahoo.co.jp/rss/media/esse/all.xml,esse,ESSE-online
https://news.yahoo.co.jp/rss/media/etalent/all.xml,etalent,E-TALENTBANK
https://news.yahoo.co.jp/rss/media/fashions/all.xml,fashions,FASHIONSNAP.COM
https://news.yahoo.co.jp/rss/media/fbsnews/all.xml,fbsnews,FBS福岡放送
https://news.yahoo.co.jp/rss/media/finders/all.xml,finders,FINDERS
https://news.yahoo.co.jp/rss/media/fineplayv/all.xml,fineplayv,FINEPLAY
https://news.yahoo.co.jp/rss/media/fnnprimev/all.xml,fnnprimev,FNNプライムオンライン
https://news.yahoo.co.jp/rss/media/fballista/all.xml,fballista,footballista
https://news.yahoo.co.jp/rss/media/friday/all.xml,friday,FRIDAY
https://news.yahoo.co.jp/rss/media/fullcount/all.xml,fullcount,Full-Count
https://news.yahoo.co.jp/rss/media/eipub/all.xml,eipub,FUNQ
https://news.yahoo.co.jp/rss/media/gameasahi/all.xml,gameasahi,GAMEクロス
https://news.yahoo.co.jp/rss/media/ginza/all.xml,ginza,GINZA
https://news.yahoo.co.jp/rss/media/gisele/all.xml,gisele,GISELe
https://news.yahoo.co.jp/rss/media/globeplus/all.xml,globeplus,GLOBE＋
https://news.yahoo.co.jp/rss/media/globisv/all.xml,globisv,GLOBIS知見録
https://news.yahoo.co.jp/rss/media/goal/all.xml,goal,GOAL
https://news.yahoo.co.jp/rss/media/goethe/all.xml,goethe,GOETHE
https://news.yahoo.co.jp/rss/media/hbcv/all.xml,hbcv,HBCニュース
https://news.yahoo.co.jp/rss/media/biz_coacha/all.xml,biz_coacha,Hello，Coaching！
https://news.yahoo.co.jp/rss/media/hintpot/all.xml,hintpot,Hint-Pot
https://news.yahoo.co.jp/rss/media/hometvv/all.xml,hometvv,HOME広島ホームテレビ
https://news.yahoo.co.jp/rss/media/hominis/all.xml,hominis,HOMINIS（ホミニス）
https://news.yahoo.co.jp/rss/media/htbv/all.xml,htbv,HTB北海道ニュース
https://news.yahoo.co.jp/rss/media/iat/all.xml,iat,IAT岩手朝日テレビ
https://news.yahoo.co.jp/rss/media/ibciwate/all.xml,ibciwate,IBC岩手放送
https://news.yahoo.co.jp/rss/media/infact/all.xml,infact,InFact
https://news.yahoo.co.jp/rss/media/jbpressz/all.xml,jbpressz,JBpress
https://news.yahoo.co.jp/rss/media/jct/all.xml,jct,J-CASTニュース
https://news.yahoo.co.jp/rss/media/kab/all.xml,kab,KAB熊本朝日放送
https://news.yahoo.co.jp/rss/media/kaiyou/all.xml,kaiyou,KAI-YOU.net
https://news.yahoo.co.jp/rss/media/khbv/all.xml,khbv,KHB東日本放送
https://news.yahoo.co.jp/rss/media/kkbv/all.xml,kkbv,KKB鹿児島放送
https://news.yahoo.co.jp/rss/media/kkt/all.xml,kkt,ＫＫＴ熊本県民テレビ
https://news.yahoo.co.jp/rss/media/kry/all.xml,kry,ＫＲＹ山口放送
https://news.yahoo.co.jp/rss/media/ksbv/all.xml,ksbv,KSB瀬戸内海放送
https://news.yahoo.co.jp/rss/media/ktn/all.xml,ktn,KTNテレビ長崎
https://news.yahoo.co.jp/rss/media/kufura/all.xml,kufura,kufura
https://news.yahoo.co.jp/rss/media/kytnews/all.xml,kytnews,ＫＹＴ鹿児島読売テレビ
https://news.yahoo.co.jp/rss/media/leon/all.xml,leon,LEON.JP
https://news.yahoo.co.jp/rss/media/toushin/all.xml,toushin,LIMO
https://news.yahoo.co.jp/rss/media/lmaga/all.xml,lmaga,Lmaga.jp
https://news.yahoo.co.jp/rss/media/mthree/all.xml,mthree,m3.com
https://news.yahoo.co.jp/rss/media/sh_mar/all.xml,sh_mar,MarkeZine
https://news.yahoo.co.jp/rss/media/mbcnews/all.xml,mbcnews,MBC南日本放送
https://news.yahoo.co.jp/rss/media/mbsnews/all.xml,mbsnews,MBSニュース
https://news.yahoo.co.jp/rss/media/mbrasiln/all.xml,mbrasiln,MEGABRASIL
https://news.yahoo.co.jp/rss/media/meijinet/all.xml,meijinet,Meiji.net
https://news.yahoo.co.jp/rss/media/minkeiv/all.xml,minkeiv,MINKEITV
https://news.yahoo.co.jp/rss/media/mlb/all.xml,mlb,MLB.jp
https://news.yahoo.co.jp/rss/media/sh_mon/all.xml,sh_mon,MONEYzine
https://news.yahoo.co.jp/rss/media/it_monoist/all.xml,it_monoist,MONOist
https://news.yahoo.co.jp/rss/media/mrov/all.xml,mrov,MRO北陸放送
https://news.yahoo.co.jp/rss/media/mrt/all.xml,mrt,MRT宮崎放送
https://news.yahoo.co.jp/rss/media/musicv/all.xml,musicv,MusicVoice
https://news.yahoo.co.jp/rss/media/nbcv/all.xml,nbcv,NBC長崎放送
https://news.yahoo.co.jp/rss/media/nbstv/all.xml,nbstv,NBS長野放送
https://news.yahoo.co.jp/rss/media/newspicksn/all.xml,newspicksn,NewsPicks
https://news.yahoo.co.jp/rss/media/newstkb/all.xml,newstkb,NEWSつくば
https://news.yahoo.co.jp/rss/media/pseven/all.xml,pseven,NEWSポストセブン
https://news.yahoo.co.jp/rss/media/nfljapan/all.xml,nfljapan,NFL公式サイト日本語版
https://news.yahoo.co.jp/rss/media/nhktextv/all.xml,nhktextv,NHKテキストビュー
https://news.yahoo.co.jp/rss/media/nipponcom/all.xml,nipponcom,nippon.com
https://news.yahoo.co.jp/rss/media/nosweb/all.xml,nosweb,Nosweb.jp
https://news.yahoo.co.jp/rss/media/ynpopj/all.xml,ynpopj,NPOの知らせる力プロジェクト
https://news.yahoo.co.jp/rss/media/nrin/all.xml,nrin,NRI研究員の時事解説
https://news.yahoo.co.jp/rss/media/nsttv/all.xml,nsttv,ＮＳＴ新潟総合テレビ
https://news.yahoo.co.jp/rss/media/oabv/all.xml,oabv,ＯＡＢ大分朝日放送
https://news.yahoo.co.jp/rss/media/oceans/all.xml,oceans,OCEANS
https://news.yahoo.co.jp/rss/media/octane/all.xml,octane,octane.jp
https://news.yahoo.co.jp/rss/media/ohk/all.xml,ohk,OHK岡山放送
https://news.yahoo.co.jp/rss/media/okm/all.xml,okm,OKMusic
https://news.yahoo.co.jp/rss/media/otocoto/all.xml,otocoto,otocoto
https://news.yahoo.co.jp/rss/media/ourage/all.xml,ourage,OurAge
https://news.yahoo.co.jp/rss/media/php_s/all.xml,php_s,PHPオンライン衆知
https://news.yahoo.co.jp/rss/media/php_t/all.xml,php_t,PHPオンライン衆知（THE21）
https://news.yahoo.co.jp/rss/media/voice/all.xml,voice,PHPオンライン衆知（Voice）
https://news.yahoo.co.jp/rss/media/php_r/all.xml,php_r,PHPオンライン衆知（歴史街道）
https://news.yahoo.co.jp/rss/media/phpfamily/all.xml,phpfamily,ＰＨＰファミリー
https://news.yahoo.co.jp/rss/media/rallysv/all.xml,rallysv,Rallys
https://news.yahoo.co.jp/rss/media/rbc/all.xml,rbc,RBC琉球放送
https://news.yahoo.co.jp/rss/media/rccv/all.xml,rccv,RCC中国放送
https://news.yahoo.co.jp/rss/media/relifenet/all.xml,relifenet,Reライフ.net
https://news.yahoo.co.jp/rss/media/rkbv/all.xml,rkbv,RKB毎日放送
https://news.yahoo.co.jp/rss/media/rkckochi/all.xml,rkckochi,RKC高知放送
https://news.yahoo.co.jp/rss/media/rkk/all.xml,rkk,RKK熊本放送
https://news.yahoo.co.jp/rss/media/rorock/all.xml,rorock,rockinon.com
https://news.yahoo.co.jp/rss/media/fsi/all.xml,fsi,SankeiBiz
https://news.yahoo.co.jp/rss/media/sbc/all.xml,sbc,ＳＢＣ信越放送
https://news.yahoo.co.jp/rss/media/scan/all.xml,scan,ScanNetSecurity
https://news.yahoo.co.jp/rss/media/sippo/all.xml,sippo,sippo
https://news.yahoo.co.jp/rss/media/stv/all.xml,stv,STVニュース北海道
https://news.yahoo.co.jp/rss/media/suitsw/all.xml,suitsw,Suits-woman.jp
https://news.yahoo.co.jp/rss/media/suumoj/all.xml,suumoj,SUUMOジャーナル
https://news.yahoo.co.jp/rss/media/tbcv/all.xml,tbcv,tbc東北放送
https://news.yahoo.co.jp/rss/media/zdn_tt/all.xml,zdn_tt,TechTargetジャパン
https://news.yahoo.co.jp/rss/media/telling/all.xml,telling,telling，
https://news.yahoo.co.jp/rss/media/tenki/all.xml,tenki,tenki.jp
https://news.yahoo.co.jp/rss/media/tennisnet/all.xml,tennisnet,tennis365.net
https://news.yahoo.co.jp/rss/media/teny/all.xml,teny,TeNYテレビ新潟
https://news.yahoo.co.jp/rss/media/theworldw/all.xml,theworldw,theWORLD（ザ・ワールドWeb）
https://news.yahoo.co.jp/rss/media/tku/all.xml,tku,TKUテレビ熊本
https://news.yahoo.co.jp/rss/media/tncv/all.xml,tncv,TNCテレビ西日本
https://news.yahoo.co.jp/rss/media/tsk/all.xml,tsk,TSKさんいん中央テレビ
https://news.yahoo.co.jp/rss/media/tvk/all.xml,tvk,tvkニュース（テレビ神奈川）
https://news.yahoo.co.jp/rss/media/tys/all.xml,tys,ｔｙｓテレビ山口
https://news.yahoo.co.jp/rss/media/utyv/all.xml,utyv,UTYテレビ山梨
https://news.yahoo.co.jp/rss/media/niigatatvv/all.xml,niigatatvv,UX新潟テレビ21
https://news.yahoo.co.jp/rss/media/victory/all.xml,victory,VICTORY
https://news.yahoo.co.jp/rss/media/voce/all.xml,voce,VOCE
https://news.yahoo.co.jp/rss/media/chronos/all.xml,chronos,webChronos
https://news.yahoo.co.jp/rss/media/webuomo/all.xml,webuomo,WEBUOMO
https://news.yahoo.co.jp/rss/media/autoby/all.xml,autoby,webオートバイ
https://news.yahoo.co.jp/rss/media/sportiva/all.xml,sportiva,webスポルティーバ
https://news.yahoo.co.jp/rss/media/webtan/all.xml,webtan,Web担当者Forum
https://news.yahoo.co.jp/rss/media/webtoo/all.xml,webtoo,Web東奥
https://news.yahoo.co.jp/rss/media/mmagazine/all.xml,mmagazine,Webモーターマガジン
https://news.yahoo.co.jp/rss/media/webym/all.xml,webym,WEBヤングマシン
https://news.yahoo.co.jp/rss/media/wedge/all.xml,wedge,Wedge
https://news.yahoo.co.jp/rss/media/wired/all.xml,wired,WIRED.jp
https://news.yahoo.co.jp/rss/media/withnews/all.xml,withnews,withnews
https://news.yahoo.co.jp/rss/media/wow/all.xml,wow,WoW!Korea
https://news.yahoo.co.jp/rss/media/wwdjapan/all.xml,wwdjapan,WWDJAPAN.com
https://news.yahoo.co.jp/rss/media/yabv/all.xml,yabv,yab山口朝日放送
https://news.yahoo.co.jp/rss/media/ybc/all.xml,ybc,YBC山形放送
https://news.yahoo.co.jp/rss/media/yts/all.xml,yts,YTS山形テレビ
https://news.yahoo.co.jp/rss/media/itv/all.xml,itv,あいテレビ
https://news.yahoo.co.jp/rss/media/rab/all.xml,rab,青森放送
https://news.yahoo.co.jp/rss/media/aab/all.xml,aab,秋田朝日放送
https://news.yahoo.co.jp/rss/media/akt/all.xml,akt,秋田テレビ
https://news.yahoo.co.jp/rss/media/edua/all.xml,edua,朝日新聞EduA
https://news.yahoo.co.jp/rss/media/asahiand/all.xml,asahiand,朝日新聞デジタル＆［アンド］
https://news.yahoo.co.jp/rss/media/asiap/all.xml,asiap,アジアプレス・ネットワーク
https://news.yahoo.co.jp/rss/media/ascii/all.xml,ascii,アスキー
https://news.yahoo.co.jp/rss/media/dime/all.xml,dime,＠ＤＩＭＥ
https://news.yahoo.co.jp/rss/media/zdn_ait/all.xml,zdn_ait,＠IT
https://news.yahoo.co.jp/rss/media/at_s/all.xml,at_s,あなたの静岡新聞
https://news.yahoo.co.jp/rss/media/anmanmv/all.xml,anmanmv,アニメ！アニメ！
https://news.yahoo.co.jp/rss/media/animage/all.xml,animage,アニメージュプラス
